id,created_at,cycle_id,symbol,stock_name,decision_stage,source,provider,model,final_action,confidence,reason
0303a1f2-5851-447f-a310-7705d2d28adf,"2026-04-27 11:15:18.542747",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
a3c55259-626c-498f-bfc2-ee904437a9ed,"2026-04-27 11:15:18.556696",cycle-sell-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=SELL_ONLY blocks BUY"
f032ecf0-e0f2-4348-a079-e370306269cd,"2026-04-27 11:15:18.594876",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
cec77f53-52e7-46a8-96c6-b2f3b3130bf0,"2026-04-27 11:15:18.608050",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
5ce90fb0-0fe9-4676-98ef-74cc485647af,"2026-04-27 11:15:18.620982",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
2d41091f-c33e-4633-921a-bd56d76db7fb,"2026-04-27 11:15:18.633659",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
291eebd1-6335-49ee-a569-37f899c1ef55,"2026-04-27 11:15:18.644928",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
e2d59b79-2c1f-4801-8706-3437dbfcc0f5,"2026-04-27 11:15:18.683444",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
176dc302-9b40-4212-9060-4f43c1495b85,"2026-04-27 11:15:18.697174",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
c704d2cc-7021-4620-ad2e-b9968e10df84,"2026-04-27 11:16:09.055293",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
2ec855aa-7687-48ad-9b87-9198b8815664,"2026-04-27 11:16:09.069897",cycle-sell-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=SELL_ONLY blocks BUY"
cbbdc768-2cd9-41a5-9d2c-ac5be7254097,"2026-04-27 11:16:09.106085",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
5be4adc9-2689-4baf-b7ba-cae332205484,"2026-04-27 11:16:09.119848",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
cb2822db-ff4a-4575-a189-33854f7069fe,"2026-04-27 11:16:09.131960",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
82ce1c1b-f56b-4748-b5dc-af912797eee3,"2026-04-27 11:16:09.143418",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
9424bc0c-89cb-4301-9e8b-5e7dc0103e03,"2026-04-27 11:16:09.155710",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
08fc0d70-0e19-4539-be19-925ff3a6fc7d,"2026-04-27 11:16:09.179044",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
c7aaddf2-30b6-4e42-b9bf-db10b207f2ac,"2026-04-27 11:16:09.192530",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
ff8d2a2e-603b-4d21-a0be-b04559cb5175,"2026-04-27 11:23:53.908459",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
23c42a4e-328e-49be-99b0-74c8b13ebd6a,"2026-04-27 11:23:58.033208",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
17447e24-2bc3-465f-a13e-27bb8cbb7431,"2026-04-27 11:23:58.045352",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
bf14daed-6b88-437e-b132-9558f882de87,"2026-04-27 11:23:58.057266",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
366398ae-828a-4b02-9c93-899b550b7dda,"2026-04-27 11:23:58.070593",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
fb75a370-38bd-433b-b583-44e4ea56a1a4,"2026-04-27 11:23:58.107834",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
1efbe4bf-1909-4397-ad6e-7bc1cfa7e2b1,"2026-04-27 11:23:58.120903",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
bd01e73d-cc9d-4fe3-b211-bce237f0124e,"2026-04-27 11:24:48.567154",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
d4a62905-84dd-4994-9af9-6eae8ec85b24,"2026-04-27 11:24:48.582045",cycle-sell-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=SELL_ONLY blocks BUY"
921c2809-1e08-401f-bf95-2475337e3684,"2026-04-27 11:24:48.625232",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
60c27ce9-f80c-4431-b0af-9c58d3cb75bf,"2026-04-27 11:24:48.637142",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
23b4a349-fd82-4e7b-8bc0-3770b4304279,"2026-04-27 11:24:48.649470",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
617dd479-551c-4942-9549-e24a49c4aa21,"2026-04-27 11:24:48.661523",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
aa043104-1664-44e1-9c99-82916a6c6649,"2026-04-27 11:24:48.673596",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
3a158cb4-e1d8-4947-bc91-e7ad1af97c58,"2026-04-27 11:24:48.710862",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
4d258e42-be6f-482b-b0a6-04d57340ab07,"2026-04-27 11:24:48.723082",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
1316a1ea-1ea5-4412-81e0-37a59235d2bc,"2026-04-27 11:25:07.458246",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
30ebcd4a-0a6c-473a-98e1-4c8dd0ce1380,"2026-04-27 11:25:07.471503",cycle-sell-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=SELL_ONLY blocks BUY"
2daa1184-5dd4-4a03-91e1-7e049baf5113,"2026-04-27 11:25:07.513447",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
f3edeb2d-c816-473e-b8de-8087c9089b7a,"2026-04-27 11:25:07.529185",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
39371f3e-b91a-49b8-981b-870d491434c2,"2026-04-27 11:25:07.546075",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
599153df-42d0-4040-86ef-13bfbd26f5f1,"2026-04-27 11:25:07.564624",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
e52a8f51-5858-46df-b5bf-ddbc4c49047f,"2026-04-27 11:25:07.582167",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
1150a4a3-b9be-453e-be93-6f6a28000d1d,"2026-04-27 11:25:07.627445",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
2da7bb4a-20bf-467b-890d-e956535d1148,"2026-04-27 11:25:07.643036",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
7790f95c-b65b-478d-9395-ce9edf932e90,"2026-04-27 12:33:55.737353",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
9070a08a-5800-4299-ae68-10823ffefaf9,"2026-04-27 12:33:55.750712",cycle-sell-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=SELL_ONLY blocks BUY"
85bc8d90-90f0-4286-8129-f6f9ec335d1b,"2026-04-27 12:33:55.787371",cycle-1,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,"주문 접수"
85d755f7-908c-4930-be91-a9ae0186510e,"2026-04-27 12:33:55.799727",cycle-zero,005930,005930,ORDER_VALIDATION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 수량이 유효하지 않습니다"
81a329ca-f2d9-474b-9b36-37e368c61055,"2026-04-27 12:33:55.812278",cycle-pending-buy,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"기존 미체결 매수 주문 존재 → 신규 주문 차단 (주문번호: ORD-PENDING, 잔량 2주)"
41c2dd1b-9ead-41ea-b123-168f493f0ffc,"2026-04-27 12:33:55.824066",cycle-2,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 실패"
449c0ca4-d52a-49e1-9219-51daea92bfeb,"2026-04-27 12:33:55.837220",cycle-empty-order-id,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 접수 응답"
6766d921-2698-472a-82c8-dd3e87c37045,"2026-04-27 12:33:55.870627",cycle-blocklist,005930,005930,ORDER_SUBMISSION,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"매매불가 종목"
c7c174e8-8c02-4d96-bf95-56bc4b917c22,"2026-04-27 12:33:55.883486",cycle-rec,005930,005930,RECOMMENDATION,decision_maker,UNKNOWN,UNKNOWN,BUY,0.0,
c5854b12-4515-465e-97a6-7d58eb7b4e6b,"2026-04-28 10:33:31.749797",cycle-read-only,005930,005930,ORDER_GATE,decision_maker,UNKNOWN,UNKNOWN,SKIP,0.0,"주문 제출 차단: ORDER_SUBMISSION_MODE=READ_ONLY"
